Tags,Source,Info #,Material group,Material type,Manufacturer,Core (or Grain) size (nm),Hydrodynamic size (nm),Size distribution,Surface charge (mV),Surface Area (m^2/g),Shape,Assay method,Cell line (or type),Cell line species,IC origin,Exposure time,Dose (ug/ml),Toxicity value (%)
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.1,112.0879
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.2,108.0063
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.4,102.6688
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.8,105.8085
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.1,95.5752
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.2,99.823
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.4,101.2389
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.8,107.9646
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.1,107.9929
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.2,105.5062
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.4,104.4405
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.8,93.7833
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.1,98.9537
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.2,95.9641
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.4,101.3453
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.8,105.2317
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.1,100.2985
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.2,99.403
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.4,102.0896
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.7,93.1343
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.1,103.5608
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.2,106.8249
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.4,102.9674
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.8,104.451
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.1,108.0063
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.2,110.832
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.4,106.1225
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.7,104.2386
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.1,96.9912
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.2,106.5487
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.4,95.5752
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.8,111.8584
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.1,110.8348
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.2,110.4796
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.4,93.0728
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.7,106.5719
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.1,95.0076
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.2,92.2844
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.4,81.0893
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.7,54.1604
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.1,102.9762
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.2,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.4,77.6786
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.7,51.7857
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.1,84.9398
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.2,93.3735
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.4,83.7349
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.7,93.9759
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.1,108.3591
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.2,101.8576
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.4,102.1672
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.7,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.1,109.9825
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.2,117.6883
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.4,114.1856
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.7,103.6778
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.1,83.6879
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.2,88.2979
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.4,81.5603
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.7,92.5532
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.1,103.7821
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.2,94.705
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.4,89.2587
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.7,37.2163
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.1,110.7143
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.2,115.1786
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.4,113.0952
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.7,78.869
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.1,90.6627
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.2,94.8795
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.4,97.8916
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.7,98.1928
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.1,102.4768
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.2,100.3096
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.4,100.3096
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.7,105.8824
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.1,110.683
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.2,102.9772
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.4,95.2715
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.7,108.2312
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.1,95.0355
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.2,100.7092
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.4,97.5177
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.7,85.461
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.1,107.7156
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.2,113.1619
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.4,97.1256
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.7,99.5461
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.1,113.9881
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.2,112.2024
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.4,113.6905
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.7,116.9643
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.1,72.5904
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.2,81.0241
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.4,93.6747
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.7,87.6506
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.1,103.7152
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.2,106.8111
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.4,106.1919
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.7,107.7399
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.1,103.3275
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.2,102.627
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.4,102.2767
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.7,97.0228
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.1,113.8298
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.2,108.8652
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.4,118.7943
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.7,118.7943
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.1,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.2,98.941
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.4,102.2693
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,CellTiter-Blue®,NHBE,Human,Lung,24 h,0.7,92.8896
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.1,111.6071
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.2,110.119
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.4,112.2024
,article,25592092,Metal,Ag,Self-synthesized,10,,,-37,,Sphere,LDH,NHBE,Human,Lung,24 h,0.7,112.2024
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.1,89.759
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.2,79.5181
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.4,91.2651
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,CellTiter-Blue®,BEAS-2B,Human,Lung,24 h,0.7,82.8313
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.1,108.6687
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.2,100.3096
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.4,104.644
,article,25592092,Metal,Ag,Self-synthesized,10,,,-26.2,,Sphere,LDH,BEAS-2B,Human,Lung,24 h,0.7,105.2632
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.1,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.2,100.1751
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.4,99.1243
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,CellTiter-Blue®,A549,Human,Lung,24 h,0.7,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0,100
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.1,98.5816
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.2,113.8298
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.4,105.6737
,article,25592092,Metal,Ag,Self-synthesized,10,,,-27,,Sphere,LDH,A549,Human,Lung,24 h,0.7,96.0993
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Trypan blue,Caco-2,Human,Colon,72 h,0,100
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Trypan blue,Caco-2,Human,Colon,72 h,50,103.7681
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Trypan blue,Caco-2,Human,Colon,72 h,100,103.7681
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Trypan blue,Caco-2,Human,Colon,72 h,300,78.4541
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,72 h,0,100
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,72 h,10,88.8889
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,72 h,50,93.7198
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,72 h,100,91.2077
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,72 h,200,86.3768
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,72 h,300,84.058
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Trypan blue,Caco-2,Human,Colon,24 h,0,100
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Trypan blue,Caco-2,Human,Colon,24 h,50,90.1463
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Trypan blue,Caco-2,Human,Colon,24 h,100,95.4146
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Trypan blue,Caco-2,Human,Colon,24 h,300,99.1219
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,24 h,0,100
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,24 h,10,97.9798
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,24 h,50,90.7071
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,24 h,100,106.8687
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,24 h,200,99.596
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,24 h,300,92.3232
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Trypan blue,Caco-2,Human,Colon,72 h,0,100
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Trypan blue,Caco-2,Human,Colon,72 h,50,100.6763
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Trypan blue,Caco-2,Human,Colon,72 h,100,82.3188
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Trypan blue,Caco-2,Human,Colon,72 h,300,74.0097
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,72 h,0,100
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,72 h,10,82.1256
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,72 h,50,79.6135
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,72 h,100,78.6473
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,72 h,200,69.5652
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,72 h,300,54.8792
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Trypan blue,Caco-2,Human,Colon,24 h,0,100
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Trypan blue,Caco-2,Human,Colon,24 h,50,111.4146
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Trypan blue,Caco-2,Human,Colon,24 h,100,76.4878
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Trypan blue,Caco-2,Human,Colon,24 h,300,90.9268
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,24 h,0,100
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,24 h,10,82.2222
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,24 h,50,76.7677
,article,25523186,Metal,Au,Self-synthesized,4.8,5.5,,,,Sphere,Colony Forming,Caco-2,Human,Colon,24 h,100,83.8384
